Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,FK,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off
11,Michael Amir Murillo,pa PAN,DF,Anderlecht,24,1996,30,27,2494,27.7,4,2,6,4,0,0,5,0,0.14,0.07,0.22,0.14,0.22,Matches,2020-2021,Belgium,23,12,52.2,0.83,0.43,0.17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,43,,,,,,,,,,,,,,,,,0,40,1,48,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,81.5,90,27,3,21,2,1.53,46,31,+15,+0.54,+0.54
12,Opoku Ampomah,gh GHA,"FW,MF",Antwerp,24,1996,13,4,439,4.9,1,1,2,1,0,0,1,0,0.21,0.21,0.41,0.21,0.41,Matches,2020-2021,Belgium,17,3,17.6,3.49,0.62,0.06,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,1,,,,,,,,,,,,,,,,,0,6,3,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,14.3,73,0,9,16,7,1.47,8,3,+5,+1.03,+1.06
13,Francis Amuzu,be BEL,"MF,FW",Anderlecht,20,1999,29,17,1754,19.5,2,3,5,2,0,0,2,0,0.10,0.15,0.26,0.10,0.26,Matches,2020-2021,Belgium,40,11,27.5,2.05,0.56,0.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,14,,,,,,,,,,,,,,,,,0,20,7,108,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,57.3,85,10,12,25,1,1.51,26,18,+8,+0.41,-0.07
14,Nemanja Antonov,rs SRB,DF,Excel Mouscron,25,1995,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,0,1,0,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,5.9,90,2,0,,0,0.50,1,2,-1,-0.50,+0.16
15,Carlos Apna Embaló,gw GNB,"FW,MF",Eupen,25,1994,8,3,279,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,6,1,16.7,1.94,0.32,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,0,4,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9.1,62,0,5,18,7,0.75,1,7,-6,-1.94,-1.77
16,Panos Armenakas,au AUS,MF,Zulte Waregem,21,1998,9,2,207,2.3,2,0,2,2,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,2020-2021,Belgium,7,3,42.9,3.04,1.30,0.29,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,0,1,0,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.8,63,0,7,12,10,1.00,6,7,-1,-0.43,+0.04
17,Kristian Arnstad,no NOR,MF,Anderlecht,16,2003,2,1,117,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3.8,90,1,1,27,1,1.50,0,4,-4,-3.08,-3.66
18,Dino Arslanagic,be BEL,DF,Gent,27,1993,16,12,1115,12.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,4,1,25.0,0.32,0.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,22,,,,,,,,,,,,,,,,,0,15,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,36.4,87,11,4,18,11,1.56,18,14,+4,+0.32,-0.42
19,Gerardo Arteaga,mx MEX,"DF,MF",Genk,21,1998,19,15,1366,15.2,1,4,5,1,0,0,2,0,0.07,0.26,0.33,0.07,0.33,Matches,2020-2021,Belgium,8,3,37.5,0.53,0.20,0.13,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,18,,,,,,,,,,,,,,,,,0,14,0,32,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,44.6,89,14,4,9,11,1.68,28,23,+5,+0.33,-0.95
20,Samuel Asamoah,tg TOG,MF,Sint-Truiden,26,1994,18,14,1149,12.8,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,15,2,13.3,1.17,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,14,,,,,,,,,,,,,,,,,1,25,1,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,37.5,77,6,4,17,5,0.78,15,23,-8,-0.63,-0.49
21,Isaac Asante,gh GHA,MF,OH Leuven,17,2002,5,3,196,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3,,,,,,,,,,,,,,,,,0,5,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6.4,61,0,2,6,3,0.80,1,5,-4,-1.84,-1.81
22,Majeed Ashimeru,gh GHA,MF,Anderlecht,22,1997,5,5,323,3.6,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,2020-2021,Belgium,5,3,60.0,1.39,0.84,0.20,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,0,1,0,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,10.6,65,0,0,,0,1.45,6,3,+3,+0.84,+0.44
23,Felipe Avenatti,uy URU,FW,Standard Liège,27,1993,10,5,530,5.9,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches,2020-2021,Belgium,14,6,42.9,2.38,1.02,0.07,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,3,,,,,,,,,,,,,,,,,0,10,4,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,17.3,76,2,5,30,3,1.50,7,5,+2,+0.34,+0.38
24,Felipe Avenatti,uy URU,FW,Antwerp,27,1993,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,14,6,42.9,2.38,1.02,0.07,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,3,,,,,,,,,,,,,,,,,0,10,4,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,17.3,76,2,5,30,3,1.50,7,5,+2,+0.34,+0.38
25,Marciano Aziz,be BEL,MF,Eupen,19,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.5,,0,1,15,2,0.00,0,0,0,0.00,+0.33
26,Amara Baby,sn SEN,"FW,MF",Eupen,31,1989,24,12,1182,13.1,2,1,3,2,0,0,1,0,0.15,0.08,0.23,0.15,0.23,Matches,2020-2021,Belgium,26,11,42.3,1.98,0.84,0.08,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,9,,,,,,,,,,,,,,,,,0,42,13,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,38.6,78,2,12,20,1,1.33,18,23,-5,-0.38,-0.09
27,Muhammed Badamosi,gm GAM,FW,Kortrijk,21,1998,10,0,197,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,7,1,14.3,3.20,0.46,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,6,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6.4,,0,10,20,0,0.60,4,6,-2,-0.91,-0.57
28,Beni Badibanga,be BEL,"FW,MF",Excel Mouscron,24,1996,26,11,993,11.0,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,2020-2021,Belgium,23,6,26.1,2.08,0.54,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,11,,,,,,,,,,,,,,,,,0,14,3,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,32.5,68,0,15,16,4,0.77,6,16,-10,-0.91,-0.38
29,Youssouph Badji,sn SEN,FW,Club Brugge,18,2001,24,11,944,10.5,4,1,5,4,0,0,1,0,0.38,0.10,0.48,0.38,0.48,Matches,2020-2021,Belgium,26,10,38.5,2.48,0.95,0.15,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,0,13,3,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,30.8,68,4,13,15,6,1.96,19,7,+12,+1.14,-0.22
30,Marko Bakić,me MNE,MF,Excel Mouscron,26,1993,23,18,1596,17.7,2,1,3,2,0,0,8,0,0.11,0.06,0.17,0.11,0.17,Matches,2020-2021,Belgium,15,3,20.0,0.85,0.17,0.13,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,17,,,,,,,,,,,,,,,,,0,17,0,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,52.2,82,13,5,23,1,0.70,11,30,-19,-1.07,-0.89
31,Zakaria Bakkali,be BEL,MF,Anderlecht,24,1996,2,2,119,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,0,0.0,0.76,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,4,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3.9,60,0,0,,1,1.50,2,1,+1,+0.76,+0.33
32,Zakaria Bakkali,be BEL,MF,Beerschot,24,1996,4,1,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,0,0.0,0.76,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,4,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3.9,60,0,0,,1,1.50,2,1,+1,+0.76,+0.33
33,Michel-Ange Balikwisha,be BEL,"MF,FW",Standard Liège,19,2001,26,19,1623,18.0,7,2,9,7,0,0,1,0,0.39,0.11,0.50,0.39,0.50,Matches,2020-2021,Belgium,20,11,55.0,1.11,0.61,0.35,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,9,,,,,,,,,,,,,,,,,0,18,6,32,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,53.0,75,7,7,29,0,1.34,30,25,+5,+0.28,+0.53
34,William Balikwisha,cd COD,MF,Standard Liège,21,1999,2,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,2,0,0.0,4.74,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,3,0,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1.2,,0,2,19,2,0.00,0,0,0,0.00,-0.03
35,Nelson Balongo,cd COD,FW,Sint-Truiden,21,1999,7,0,75,0.8,1,0,1,1,0,0,0,0,1.20,0.00,1.20,1.20,1.20,Matches,2020-2021,Belgium,2,1,50.0,2.40,1.20,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.5,,0,7,11,5,1.00,2,2,0,0.00,+0.33
36,Eike Bansen,de GER,GK,Zulte Waregem,22,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,14,2.33,27,14,51.9,2,0,4,1,16.7,1,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,90,17.6,90,6,0,,5,1.00,7,14,-7,-1.17,-0.85
37,Felix Bastians,de GER,"DF,MF",Waasland-Bev,32,1988,9,9,798,8.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,3,1,33.3,0.34,0.11,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,13,,,,,,,,,,,,,,,,,0,8,1,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,26.1,89,8,0,,0,0.67,8,17,-9,-1.02,-0.34
38,Samuel Bastien,cd COD,MF,Standard Liège,23,1996,25,25,2143,23.8,4,1,5,4,0,0,2,0,0.17,0.04,0.21,0.17,0.21,Matches,2020-2021,Belgium,29,6,20.7,1.22,0.25,0.14,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,27,,,,,,,,,,,,,,,,,0,23,1,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,70.0,86,18,0,,1,1.41,37,29,+8,+0.34,+1.02
39,Jelle Bataille,be BEL,"MF,DF",Oostende,21,1999,31,29,2568,28.5,1,4,5,1,0,0,11,2,0.04,0.14,0.18,0.04,0.18,Matches,2020-2021,Belgium,13,4,30.8,0.46,0.14,0.08,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,42,,,,,,,,,,,,,,,,,2,32,4,141,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83.9,87,24,2,27,0,1.49,41,32,+9,+0.32,+0.68
40,Sheldon Bateau,tt TRI,DF,Mechelen,29,1991,8,7,560,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,1,100.0,0.16,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,0,4,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,18.3,77,5,1,21,10,1.75,9,7,+2,+0.32,+0.25
41,David Bates,sct SCO,DF,Cercle Brugge,23,1996,19,19,1699,18.9,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches,2020-2021,Belgium,3,0,0.0,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,23,,,,,,,,,,,,,,,,,1,15,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,55.5,89,17,0,,9,1.05,18,28,-10,-0.53,-0.46
42,Dylan Batubinsika,fr FRA,DF,Antwerp,24,1996,23,20,1790,19.9,3,0,3,3,0,0,6,1,0.15,0.00,0.15,0.15,0.15,Matches,2020-2021,Belgium,11,6,54.5,0.55,0.30,0.27,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,34,,,,,,,,,,,,,,,,,1,22,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,58.5,89,18,3,6,4,1.92,35,29,+6,+0.30,+0.44
43,Nick Bätzner,de GER,MF,Oostende,20,2000,19,10,881,9.8,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,2020-2021,Belgium,14,0,0.0,1.43,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,4,,,,,,,,,,,,,,,,,0,12,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,28.8,76,2,9,14,10,1.63,16,12,+4,+0.41,+0.28
44,Andreas Beck,de GER,DF,Eupen,33,1987,19,1,318,3.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,2,0,0.0,0.57,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,4,,,,,,,,,,,,,,,,,0,7,0,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.4,90,1,18,13,10,1.37,1,10,-9,-2.55,-2.48
45,Alireza Beiranvand,ir IRN,GK,Antwerp,27,1992,10,10,844,9.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,2,0,0,,,0,11,1.17,31,22,71.0,5,2,3,4,40.0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,84,27.6,84,9,0,,14,1.70,11,11,0,0.00,-0.16
46,Cristian Benavente,pe PER,MF,Charleroi,26,1994,3,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,0,0.0,0.87,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3.4,64,0,2,20,0,0.67,0,2,-2,-1.73,-1.70
