Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,FK,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off
11,Sofyan Amrabat,ma MAR,MF,Club Brugge,22,1996,1,1,80,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3.1,80,0,0,,3,3.00,1,0,+1,+1.13,-0.40
12,Francis Amuzu,be BEL,"MF,FW",Anderlecht,19,1999,20,11,1203,13.4,3,2,5,2,1,1,2,0,0.22,0.15,0.37,0.15,0.30,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,46.1,86,7,9,28,4,1.50,21,13,+8,+0.60,+0.09
13,Nemanja Antonov,rs SRB,"MF,DF",Excel Mouscron,24,1995,17,5,723,8.0,2,3,5,2,0,0,3,0,0.25,0.37,0.62,0.25,0.62,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,27.7,83,3,12,26,3,1.18,10,12,-2,-0.25,-0.25
14,Carlos Apna Embaló,gw GNB,"MF,FW",Eupen,24,1994,16,2,375,4.2,1,1,2,1,0,0,3,0,0.24,0.24,0.48,0.24,0.48,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14.4,76,0,14,16,5,1.00,5,10,-5,-1.20,-0.48
15,Dino Arslanagic,be BEL,DF,Antwerp,26,1993,21,21,1845,20.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,70.7,88,20,0,,1,1.90,34,23,+11,+0.54,-0.17
16,Samuel Asamoah,tg TOG,MF,Sint-Truiden,25,1994,27,20,1844,20.5,4,1,5,4,0,0,4,1,0.20,0.05,0.24,0.20,0.24,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,70.7,86,16,7,19,0,1.19,20,39,-19,-0.93,-1.16
17,Eric Asomani,gh GHA,FW,Waasland-Bev,19,1999,1,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1.5,,0,1,38,0,1.00,0,1,-1,-2.37,-1.04
18,Zakaria Atteri,be BEL,FW,Excel Mouscron,18,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1.7,,0,1,45,1,0.00,0,1,-1,-2.00,-1.96
19,Felipe Avenatti,uy URU,FW,Standard Liège,26,1993,18,5,644,7.2,2,0,2,2,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,24.7,82,3,13,18,3,1.67,11,8,+3,+0.42,-0.13
20,Larry Azouni,tn TUN,MF,Kortrijk,25,1994,17,12,1078,12.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,41.3,85,8,5,12,9,1.47,13,15,-2,-0.17,-0.05
21,Amara Baby,sn SEN,MF,Antwerp,30,1989,9,3,321,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,12.3,83,2,6,12,5,1.56,6,6,0,0.00,-0.67
22,Loic Badiashile,fr FRA,GK,Cercle Brugge,21,1998,10,10,900,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,1,0,9,1,10.0,1,1,0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,90,34.5,90,10,0,,2,0.30,8,27,-19,-1.90,-1.48
23,Beni Badibanga,be BEL,"MF,FW",Waasland-Bev,23,1996,28,22,2023,22.5,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,77.5,86,16,6,21,0,0.71,17,47,-30,-1.33,+0.05
24,Marko Bakić,me MNE,"MF,FW",Excel Mouscron,25,1993,13,8,713,7.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,27.3,74,3,5,24,1,1.62,10,11,-1,-0.13,-0.08
25,Zakaria Bakkali,be BEL,"FW,MF",Anderlecht,23,1996,4,0,58,0.6,1,0,1,1,0,0,1,0,1.55,0.00,1.55,1.55,1.55,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2.2,,0,4,15,1,2.25,3,1,+2,+3.10,+2.61
26,William Balikwisha,cd COD,MF,Cercle Brugge,20,1999,3,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1.8,,0,3,16,4,0.00,1,1,0,0.00,+0.95
27,Nelson Balongo,cd COD,FW,Sint-Truiden,20,1999,7,5,389,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,14.9,67,2,2,28,5,0.29,0,7,-7,-1.62,-1.21
28,Eike Bansen,de GER,GK,Zulte Waregem,21,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,2,4,0,0.0,2,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,90,20.7,90,6,0,,18,0.33,4,18,-14,-2.33,-2.59
29,Samuel Bastien,cd COD,MF,Standard Liège,22,1996,26,26,2265,25.2,4,3,7,4,0,0,1,0,0.16,0.12,0.28,0.16,0.28,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,86.8,87,22,0,,0,1.88,43,24,+19,+0.75,+1.80
30,Jelle Bataille,be BEL,"DF,MF",Oostende,20,1999,24,23,2006,22.3,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,76.9,86,19,1,31,1,0.67,22,44,-22,-0.99,+0.06
31,Sheldon Bateau,tt TRI,"DF,MF",Mechelen,28,1991,11,6,615,6.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,23.6,90,6,5,15,8,1.45,11,17,-6,-0.88,-1.28
32,Andriy Batsula,ua UKR,"MF,DF",Kortrijk,27,1992,8,4,277,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,10.6,59,1,4,10,13,1.88,2,4,-2,-0.65,-0.57
33,Dylan Batubinsika,fr FRA,DF,Antwerp,23,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,13.8,90,4,0,,9,1.50,9,6,+3,+0.75,+0.19
34,Marvin Baudry,cg CGO,DF,Zulte Waregem,29,1990,8,5,404,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,15.5,66,2,3,24,7,1.63,6,9,-3,-0.67,-0.46
35,Jon Bautista,es ESP,FW,Eupen,24,1995,26,20,1792,19.9,3,2,5,3,0,0,3,0,0.15,0.10,0.25,0.15,0.25,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,68.7,82,9,6,24,1,1.04,17,33,-16,-0.80,-0.03
36,Andreas Beck,de GER,"DF,MF",Eupen,32,1987,27,27,2397,26.6,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,91.8,89,24,0,,1,1.11,24,39,-15,-0.56,+2.82
37,Chris Bedia,ci CIV,FW,Charleroi,23,1996,3,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4.9,78,0,2,25,0,1.67,2,2,0,0.00,-0.94
38,Saido Berahino,bi BDI,"MF,FW",Zulte Waregem,25,1993,18,17,1474,16.4,6,3,9,6,0,0,3,1,0.37,0.18,0.55,0.37,0.55,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,56.5,84,12,1,45,2,1.28,30,22,+8,+0.49,+1.76
39,Sander Berge,no NOR,MF,Genk,21,1998,23,22,1985,22.1,4,0,4,4,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,76.1,89,20,1,38,0,1.48,34,34,0,0.00,-0.43
40,Giorgi Beridze,ge GEO,"FW,MF",Gent,22,1997,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.5,,0,1,14,0,1.00,0,1,-1,-6.43,-7.33
41,Roman Bezus,ua UKR,"MF,FW",Gent,28,1990,21,14,1140,12.7,7,2,9,7,0,0,5,0,0.55,0.16,0.71,0.55,0.71,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,43.7,72,3,7,19,5,1.90,28,16,+12,+0.95,+0.15
42,Giulian Biancone,fr FRA,"DF,MF",Cercle Brugge,19,2000,25,24,2188,24.3,1,4,5,1,0,0,6,0,0.04,0.16,0.21,0.04,0.21,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,83.8,89,21,1,50,0,0.92,26,40,-14,-0.58,+2.20
43,Lucas Bijker,nl NED,DF,Mechelen,26,1993,18,12,1136,12.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,43.5,86,10,6,17,6,2.17,22,11,+11,+0.87,+1.36
44,Djihad Bizimana,rw RWA,MF,Waasland-Bev,22,1996,15,13,1037,11.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,39.7,79,7,2,3,6,0.73,9,24,-15,-1.30,+0.07
45,Henrik Bjørdal,no NOR,MF,Zulte Waregem,22,1997,20,12,1016,11.3,2,0,2,2,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,38.9,70,4,8,22,2,1.35,15,16,-1,-0.09,+0.31
46,Siebe Blondelle,be BEL,DF,Eupen,33,1986,25,24,2045,22.7,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,78.4,85,17,1,10,3,1.20,18,34,-16,-0.70,+0.41
47,Arnaud Bodart,be BEL,GK,Standard Liège,21,1998,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,14,7,8,8,27.6,2,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,90,29,0,,0,1.69,47,32,+15,+0.52,
48,Merveille Bokadi,cd COD,"DF,MF",Standard Liège,27,1992,6,5,470,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,18.0,90,5,1,20,2,2.50,14,4,+10,+1.91,+1.70
49,Sinan Bolat,tr TUR,GK,Antwerp,30,1988,27,27,2430,27.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,14,8,5,5,18.5,1,2,0,66.7,,,,,,,,,,,,,,,,,,,,,,,,,90,93.1,90,27,0,,0,1.85,47,30,+17,+0.63,+0.63
50,Yohan Boli,ci CIV,FW,Sint-Truiden,25,1993,17,15,1394,15.5,10,0,10,10,0,0,4,1,0.65,0.00,0.65,0.65,0.65,Matches,2019-2020,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,53.4,89,13,2,32,0,1.24,20,25,-5,-0.32,+0.57
