,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League
1211,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1212,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1213,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1214,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1215,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1216,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1217,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1218,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1219,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1220,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1221,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1222,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1223,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1224,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1225,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1226,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1227,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1228,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1229,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1230,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1231,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1232,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1233,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1234,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1235,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1236,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1237,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1238,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1239,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1240,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1241,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1242,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1243,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1244,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1245,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1246,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1247,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1248,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1249,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1250,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1251,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1252,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1253,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1254,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1255,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1256,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1257,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1258,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1259,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1260,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1261,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1262,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1263,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1264,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1265,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1266,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1267,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1268,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1269,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1270,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1271,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1272,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1273,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1274,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1275,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1276,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1277,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1278,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1279,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1280,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1281,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1282,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1283,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1284,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1285,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1286,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1287,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1288,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1289,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1290,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1291,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1292,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1293,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1294,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1295,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1296,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1297,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1298,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1299,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1300,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1301,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1302,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1303,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1304,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1305,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1306,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1307,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1308,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1309,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
1310,118,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,20,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020,England1
